purchase_history,product_preferences,brand_affinity,payment_methods,channel_preferences,shopping_frequency,average_purchase_value,returned_items_frequency,loyalty_program_enrollment,promotional_sensitivity,wishlist_activity,cart_abandonment_rate,event_participation,content_engagement_level,advertisement_response_rate
Occasional,Electronics,Moderate,Cash,Both,Occasionally,$50-$100,Moderate,No,Low,Inactive,High,Frequent,High,High
Frequent,Books,High,Credit Card,Online,Occasionally,<$50,Moderate,Yes,Low,Inactive,Low,Occasional,High,High
Rare,Electronics,High,Debit Card,Both,Monthly,$50-$100,Moderate,No,Moderate,Inactive,Moderate,Never,Moderate,High
Frequent,Home Decor,Moderate,Debit Card,Online,Daily,$50-$100,Moderate,Yes,Low,Active,High,Never,High,High
Occasional,Home Decor,High,Digital Wallet,Offline,Occasionally,>$500,High,No,High,Inactive,Low,Never,Low,Moderate
Frequent,Books,Low,Cash,Both,Monthly,<$50,Moderate,No,Low,Inactive,Low,Never,Moderate,High
Rare,Clothing,High,Credit Card,Both,Monthly,$50-$100,Moderate,No,Moderate,Inactive,High,Never,Low,High
Rare,Groceries,High,Credit Card,Online,Daily,$50-$100,Low,Yes,Low,Inactive,Low,Frequent,Moderate,Low
Frequent,Electronics,High,Cash,Online,Monthly,$100-$500,Moderate,No,Moderate,Inactive,Moderate,Never,Moderate,Low
Occasional,Home Decor,Low,Cash,Offline,Weekly,$50-$100,High,Yes,Moderate,Inactive,Moderate,Occasional,High,High
Occasional,Clothing,Moderate,Cash,Online,Monthly,>$500,Moderate,No,Moderate,Active,Moderate,Frequent,High,Low
Occasional,Home Decor,Low,Credit Card,Both,Monthly,<$50,High,Yes,Low,Active,High,Frequent,Moderate,High
Rare,Clothing,High,Digital Wallet,Offline,Weekly,$50-$100,Low,No,High,Active,Low,Occasional,High,Low
Frequent,Books,Low,Digital Wallet,Offline,Occasionally,$50-$100,High,Yes,Low,Inactive,Moderate,Frequent,High,Moderate
Occasional,Home Decor,Low,Debit Card,Both,Daily,$100-$500,Moderate,Yes,High,Active,Low,Occasional,Moderate,High
Rare,Electronics,Low,Digital Wallet,Offline,Monthly,$100-$500,Low,Yes,Moderate,Inactive,High,Occasional,High,High
Occasional,Electronics,Moderate,Digital Wallet,Offline,Occasionally,$100-$500,Moderate,No,High,Inactive,Moderate,Frequent,Low,Moderate
Rare,Clothing,Low,Digital Wallet,Online,Weekly,$100-$500,Moderate,No,Moderate,Inactive,Moderate,Frequent,Moderate,Moderate
Occasional,Home Decor,Low,Credit Card,Online,Occasionally,$50-$100,Moderate,No,Moderate,Active,High,Occasional,Low,Moderate
Occasional,Electronics,Moderate,Debit Card,Both,Monthly,$50-$100,Moderate,No,High,Active,High,Occasional,Moderate,Low
Rare,Groceries,Low,Debit Card,Offline,Monthly,<$50,Moderate,Yes,Moderate,Inactive,High,Occasional,Moderate,Moderate
Frequent,Clothing,Low,Credit Card,Both,Occasionally,$100-$500,High,Yes,Low,Active,Moderate,Frequent,Moderate,Low
Occasional,Groceries,Low,Credit Card,Offline,Daily,<$50,Moderate,Yes,High,Inactive,High,Frequent,Low,Low
Rare,Books,Moderate,Cash,Offline,Daily,<$50,Low,Yes,High,Active,Moderate,Never,High,High
Occasional,Clothing,Moderate,Debit Card,Both,Monthly,<$50,High,No,High,Active,Low,Frequent,Low,Low
Rare,Books,Low,Digital Wallet,Online,Occasionally,>$500,High,No,High,Active,Low,Occasional,Moderate,High
Frequent,Books,Low,Debit Card,Online,Daily,$100-$500,Low,No,High,Inactive,Low,Never,Moderate,Low
Rare,Clothing,Low,Digital Wallet,Both,Weekly,>$500,Low,No,Low,Active,High,Never,High,Moderate
Frequent,Electronics,Low,Digital Wallet,Both,Occasionally,<$50,Moderate,No,Moderate,Inactive,Moderate,Never,Low,Moderate
Occasional,Home Decor,Low,Digital Wallet,Offline,Occasionally,<$50,Moderate,No,Low,Inactive,High,Frequent,Low,Low
Frequent,Electronics,High,Debit Card,Online,Weekly,>$500,High,Yes,Moderate,Active,Moderate,Never,Low,Moderate
Occasional,Groceries,Moderate,Cash,Offline,Weekly,>$500,Low,Yes,Moderate,Active,Low,Frequent,Low,Low
Rare,Home Decor,High,Cash,Both,Daily,$50-$100,Moderate,Yes,High,Active,High,Frequent,High,Low
Occasional,Electronics,High,Digital Wallet,Both,Daily,$50-$100,Low,Yes,Moderate,Active,Moderate,Never,Moderate,High
Occasional,Groceries,High,Debit Card,Both,Daily,>$500,High,Yes,High,Inactive,High,Occasional,Low,Low
Occasional,Clothing,High,Cash,Offline,Weekly,<$50,High,Yes,High,Active,Low,Occasional,Moderate,Low
Frequent,Books,Moderate,Cash,Online,Daily,$50-$100,Low,Yes,Moderate,Inactive,Low,Never,Low,High
Occasional,Clothing,High,Credit Card,Both,Daily,<$50,Moderate,No,High,Active,Low,Never,High,Moderate
Rare,Clothing,Moderate,Cash,Online,Weekly,$50-$100,High,Yes,Low,Active,High,Frequent,Low,Moderate
Rare,Books,High,Cash,Offline,Weekly,<$50,Low,Yes,Moderate,Inactive,Moderate,Never,High,Low
Rare,Home Decor,Low,Credit Card,Both,Weekly,>$500,High,No,High,Active,Moderate,Never,Low,Moderate
Frequent,Home Decor,High,Cash,Online,Occasionally,>$500,High,Yes,Low,Active,High,Frequent,Moderate,Low
Rare,Groceries,Low,Credit Card,Online,Occasionally,>$500,Moderate,No,High,Active,Low,Frequent,High,Moderate
Rare,Clothing,Moderate,Digital Wallet,Both,Occasionally,<$50,Low,No,Low,Inactive,Moderate,Never,Moderate,Moderate
Rare,Groceries,High,Debit Card,Offline,Monthly,$100-$500,Low,No,High,Inactive,High,Occasional,Moderate,Moderate
Frequent,Electronics,Moderate,Cash,Online,Occasionally,$50-$100,Low,No,Low,Inactive,High,Frequent,Moderate,Moderate
Occasional,Groceries,High,Credit Card,Offline,Occasionally,<$50,Moderate,Yes,Moderate,Active,Low,Frequent,Low,High
Frequent,Books,High,Debit Card,Online,Daily,$100-$500,Low,No,Moderate,Active,Low,Occasional,Low,High
Rare,Clothing,Low,Credit Card,Offline,Daily,<$50,Low,No,Moderate,Inactive,Moderate,Frequent,Low,Moderate
Occasional,Electronics,High,Credit Card,Online,Monthly,<$50,High,No,High,Inactive,High,Occasional,Moderate,High
Frequent,Books,High,Credit Card,Online,Monthly,$50-$100,Moderate,No,Low,Active,High,Occasional,High,High
Frequent,Groceries,Low,Credit Card,Both,Occasionally,$50-$100,Moderate,No,High,Active,High,Occasional,Moderate,Moderate
Occasional,Books,Moderate,Digital Wallet,Online,Monthly,$50-$100,Moderate,Yes,Low,Inactive,Moderate,Occasional,High,Low
Frequent,Clothing,Low,Cash,Online,Weekly,$50-$100,Low,No,Low,Inactive,Moderate,Never,Low,Low
Occasional,Clothing,Low,Debit Card,Online,Monthly,$50-$100,Low,Yes,Low,Inactive,Moderate,Never,High,Moderate
Rare,Groceries,Low,Credit Card,Both,Occasionally,$50-$100,Moderate,Yes,High,Inactive,Low,Frequent,Moderate,Low
Frequent,Clothing,High,Cash,Both,Monthly,<$50,High,No,High,Inactive,Moderate,Frequent,Moderate,Moderate
Rare,Electronics,High,Credit Card,Both,Weekly,<$50,Moderate,Yes,Moderate,Inactive,Moderate,Never,Low,Moderate
Occasional,Clothing,Moderate,Credit Card,Online,Occasionally,$50-$100,Moderate,Yes,Moderate,Inactive,Low,Never,Moderate,Moderate
Occasional,Home Decor,Moderate,Digital Wallet,Both,Occasionally,$100-$500,Moderate,Yes,High,Inactive,Moderate,Frequent,High,High
Occasional,Groceries,High,Debit Card,Both,Daily,>$500,High,Yes,High,Active,Moderate,Frequent,Moderate,Moderate
Rare,Groceries,Moderate,Digital Wallet,Online,Weekly,$100-$500,Low,Yes,High,Active,High,Frequent,Low,Moderate
Rare,Home Decor,High,Digital Wallet,Online,Monthly,$100-$500,Moderate,No,Moderate,Active,Moderate,Frequent,High,Moderate
Occasional,Electronics,High,Cash,Offline,Occasionally,<$50,Low,Yes,Moderate,Inactive,Moderate,Frequent,Low,High
Occasional,Books,Low,Debit Card,Offline,Monthly,$100-$500,Low,Yes,Moderate,Active,Low,Frequent,Low,Moderate
Frequent,Electronics,Low,Digital Wallet,Both,Weekly,<$50,High,Yes,High,Inactive,Low,Never,High,Moderate
Frequent,Books,High,Cash,Both,Weekly,$100-$500,Low,Yes,Moderate,Inactive,High,Occasional,Moderate,High
Occasional,Electronics,Moderate,Cash,Both,Daily,$50-$100,Low,No,High,Active,High,Frequent,High,Low
Rare,Books,Low,Cash,Both,Occasionally,$100-$500,Low,No,Low,Active,Moderate,Occasional,Low,Moderate
Frequent,Electronics,High,Digital Wallet,Offline,Daily,<$50,High,No,High,Active,High,Frequent,Moderate,Moderate
Occasional,Home Decor,High,Credit Card,Online,Occasionally,<$50,Low,No,High,Inactive,Moderate,Occasional,High,High
Frequent,Home Decor,Low,Cash,Offline,Daily,<$50,High,Yes,Low,Inactive,High,Occasional,High,Moderate
Frequent,Clothing,Low,Credit Card,Both,Daily,$100-$500,Moderate,No,Moderate,Active,Moderate,Never,Low,Low
Frequent,Groceries,Low,Credit Card,Online,Occasionally,>$500,High,Yes,Low,Active,High,Never,High,Moderate
Rare,Home Decor,Low,Digital Wallet,Offline,Weekly,$100-$500,Moderate,No,Moderate,Active,Low,Occasional,High,High
Occasional,Electronics,High,Credit Card,Online,Daily,<$50,Low,Yes,High,Active,High,Occasional,High,Moderate
Occasional,Electronics,Moderate,Cash,Online,Monthly,$50-$100,High,No,Moderate,Active,Low,Never,High,High
Frequent,Books,High,Digital Wallet,Offline,Weekly,$50-$100,Low,No,High,Active,High,Never,High,Low
Occasional,Clothing,Moderate,Digital Wallet,Offline,Weekly,>$500,High,Yes,High,Inactive,High,Occasional,Moderate,Low
Rare,Groceries,High,Debit Card,Both,Occasionally,$100-$500,Moderate,Yes,Moderate,Active,Moderate,Occasional,Moderate,Moderate
Frequent,Home Decor,Low,Credit Card,Online,Occasionally,>$500,Moderate,Yes,High,Inactive,High,Occasional,High,Moderate
Occasional,Groceries,Moderate,Cash,Online,Daily,$100-$500,Low,Yes,Low,Inactive,Low,Frequent,Low,Low
Frequent,Electronics,Low,Cash,Offline,Daily,<$50,High,No,Moderate,Inactive,High,Frequent,Low,Moderate
Occasional,Books,High,Cash,Offline,Daily,<$50,Low,No,Low,Active,Moderate,Never,High,Low
Frequent,Books,Low,Cash,Both,Daily,$50-$100,Moderate,No,Low,Inactive,High,Frequent,Moderate,High
Frequent,Groceries,Moderate,Credit Card,Offline,Daily,$50-$100,High,No,Low,Inactive,Moderate,Frequent,Low,Moderate
Rare,Electronics,High,Debit Card,Both,Weekly,<$50,Low,Yes,High,Inactive,High,Frequent,Low,Low
Rare,Electronics,Low,Cash,Online,Daily,<$50,High,No,Moderate,Active,High,Occasional,Low,High
Occasional,Books,High,Digital Wallet,Online,Monthly,>$500,Low,No,High,Active,High,Never,Low,High
Occasional,Groceries,High,Digital Wallet,Both,Weekly,$100-$500,High,Yes,High,Inactive,High,Frequent,High,Low
Occasional,Clothing,Low,Credit Card,Online,Occasionally,<$50,Low,Yes,Low,Inactive,High,Frequent,High,Low
Frequent,Groceries,Low,Credit Card,Both,Weekly,$100-$500,Moderate,Yes,Low,Active,Low,Occasional,Low,High
Rare,Electronics,Low,Cash,Online,Monthly,>$500,Low,No,Moderate,Inactive,Moderate,Frequent,Low,Low
Frequent,Clothing,Low,Digital Wallet,Online,Occasionally,$50-$100,High,Yes,High,Inactive,Low,Occasional,Moderate,Moderate
Frequent,Electronics,Moderate,Credit Card,Online,Occasionally,$50-$100,Moderate,No,Low,Inactive,Low,Never,High,Low
Rare,Groceries,Low,Credit Card,Online,Occasionally,$100-$500,Low,No,Low,Inactive,Moderate,Frequent,Low,Moderate
Occasional,Home Decor,High,Digital Wallet,Online,Occasionally,>$500,Low,No,Moderate,Inactive,High,Never,High,High
Frequent,Groceries,Moderate,Cash,Online,Occasionally,>$500,Moderate,Yes,High,Inactive,Low,Never,High,Moderate
Occasional,Home Decor,High,Debit Card,Both,Weekly,$100-$500,Moderate,No,Low,Inactive,Low,Never,Low,High
Frequent,Groceries,Moderate,Cash,Both,Monthly,$50-$100,Low,Yes,Moderate,Inactive,High,Occasional,High,Moderate
Occasional,Clothing,Moderate,Debit Card,Online,Monthly,$100-$500,Low,No,Moderate,Active,High,Never,Moderate,Moderate
Rare,Groceries,High,Credit Card,Online,Daily,$50-$100,Moderate,No,Moderate,Inactive,High,Frequent,Low,Moderate
Occasional,Clothing,Moderate,Digital Wallet,Offline,Occasionally,$50-$100,High,No,High,Inactive,High,Frequent,Low,Moderate
Occasional,Groceries,Moderate,Digital Wallet,Offline,Daily,>$500,High,No,Moderate,Inactive,Moderate,Frequent,High,Low
Frequent,Books,Low,Debit Card,Online,Monthly,$100-$500,Low,Yes,Low,Active,High,Never,High,Low
Occasional,Books,High,Credit Card,Both,Occasionally,<$50,Moderate,Yes,Low,Inactive,Moderate,Occasional,High,High
Occasional,Groceries,High,Debit Card,Both,Weekly,>$500,Low,No,Low,Inactive,Low,Frequent,Moderate,Low
Rare,Groceries,Moderate,Debit Card,Both,Occasionally,$100-$500,Moderate,Yes,High,Active,Moderate,Never,Low,High
Rare,Clothing,Moderate,Credit Card,Both,Weekly,$50-$100,Low,No,Low,Active,High,Never,Moderate,High
Rare,Electronics,Moderate,Cash,Offline,Weekly,$50-$100,Low,No,Moderate,Inactive,Low,Occasional,Moderate,Low
Frequent,Electronics,Moderate,Digital Wallet,Offline,Monthly,<$50,High,Yes,Moderate,Inactive,Moderate,Frequent,Moderate,Low
Occasional,Groceries,Moderate,Cash,Online,Weekly,$100-$500,Moderate,No,High,Active,High,Occasional,Low,Low
Frequent,Electronics,Moderate,Debit Card,Online,Daily,<$50,High,No,High,Active,Low,Never,High,Moderate
Occasional,Electronics,Low,Debit Card,Both,Occasionally,>$500,Moderate,Yes,High,Active,Low,Occasional,Moderate,Low
Frequent,Home Decor,High,Cash,Online,Occasionally,$50-$100,High,Yes,Low,Active,High,Occasional,Moderate,High
Frequent,Electronics,High,Digital Wallet,Online,Daily,$100-$500,High,Yes,High,Inactive,Moderate,Never,Low,Moderate
Occasional,Clothing,Low,Debit Card,Both,Monthly,$100-$500,Moderate,Yes,High,Active,Moderate,Frequent,Low,Low
Frequent,Books,Moderate,Debit Card,Online,Monthly,$100-$500,Low,Yes,Moderate,Active,Moderate,Occasional,High,Low
Frequent,Home Decor,High,Cash,Both,Occasionally,$50-$100,High,Yes,Moderate,Inactive,High,Occasional,Moderate,Moderate
Frequent,Electronics,Low,Debit Card,Offline,Occasionally,$100-$500,Moderate,No,High,Inactive,High,Frequent,Low,High
Rare,Books,Moderate,Digital Wallet,Online,Occasionally,>$500,High,Yes,Moderate,Inactive,Moderate,Occasional,High,Moderate
Rare,Groceries,High,Cash,Offline,Monthly,$50-$100,High,No,High,Inactive,Moderate,Occasional,Moderate,High
Occasional,Electronics,Moderate,Credit Card,Offline,Weekly,>$500,Low,Yes,Moderate,Inactive,High,Frequent,Low,Low
Rare,Clothing,High,Credit Card,Offline,Monthly,$100-$500,Moderate,No,High,Active,Low,Never,High,Moderate
Rare,Home Decor,Low,Digital Wallet,Online,Occasionally,$100-$500,Low,No,Low,Inactive,Moderate,Never,High,High
Frequent,Groceries,Low,Digital Wallet,Both,Weekly,$100-$500,Moderate,Yes,Low,Inactive,Low,Never,High,Low
Occasional,Groceries,High,Debit Card,Online,Occasionally,$100-$500,High,No,Low,Inactive,High,Frequent,High,Moderate
Frequent,Books,Moderate,Credit Card,Both,Monthly,$50-$100,High,Yes,Moderate,Active,High,Occasional,Low,Moderate
Occasional,Home Decor,Moderate,Credit Card,Online,Daily,>$500,High,No,High,Inactive,Moderate,Frequent,Low,Moderate
Rare,Home Decor,High,Credit Card,Offline,Occasionally,$100-$500,High,Yes,High,Active,High,Never,High,Low
Frequent,Books,Moderate,Cash,Online,Occasionally,$100-$500,High,Yes,Low,Active,High,Never,Low,Moderate
Occasional,Groceries,High,Cash,Online,Occasionally,$50-$100,Moderate,No,High,Inactive,Moderate,Never,High,Moderate
Occasional,Books,Low,Credit Card,Online,Occasionally,$50-$100,Low,Yes,Low,Inactive,Moderate,Never,Moderate,High
Frequent,Clothing,High,Cash,Offline,Occasionally,$100-$500,Moderate,Yes,Low,Active,Moderate,Occasional,Moderate,Moderate
Occasional,Home Decor,Low,Debit Card,Offline,Weekly,$50-$100,Low,No,High,Active,High,Frequent,High,Moderate
Frequent,Home Decor,Moderate,Debit Card,Offline,Weekly,$100-$500,Low,No,High,Active,Moderate,Frequent,High,Low
Occasional,Home Decor,High,Debit Card,Both,Weekly,$100-$500,High,No,Low,Active,Low,Never,Low,Moderate
Occasional,Books,Moderate,Debit Card,Both,Weekly,$100-$500,Low,Yes,Low,Inactive,High,Occasional,High,Low
Occasional,Books,High,Digital Wallet,Both,Weekly,$100-$500,Low,Yes,Moderate,Inactive,High,Frequent,High,Low
Frequent,Groceries,Low,Credit Card,Online,Daily,<$50,Low,Yes,High,Inactive,High,Frequent,Moderate,High
Occasional,Clothing,High,Debit Card,Offline,Occasionally,$100-$500,Moderate,No,High,Active,High,Occasional,High,Low
Occasional,Clothing,Low,Debit Card,Offline,Monthly,$100-$500,Moderate,Yes,Low,Inactive,Moderate,Frequent,Moderate,High
Frequent,Home Decor,Low,Cash,Offline,Daily,$50-$100,Moderate,No,High,Active,Moderate,Occasional,Moderate,Low
Rare,Electronics,Low,Credit Card,Both,Daily,<$50,Moderate,Yes,Moderate,Inactive,High,Frequent,Low,High
Frequent,Home Decor,Low,Digital Wallet,Online,Occasionally,$100-$500,Moderate,Yes,Moderate,Inactive,Moderate,Occasional,Low,Moderate
Rare,Groceries,Low,Digital Wallet,Both,Daily,<$50,Moderate,No,High,Active,Moderate,Frequent,Moderate,Low
Frequent,Books,Low,Digital Wallet,Offline,Daily,<$50,Moderate,No,High,Active,High,Never,Moderate,High
Occasional,Electronics,Low,Cash,Online,Occasionally,>$500,Moderate,Yes,High,Active,Moderate,Occasional,Moderate,High
Frequent,Home Decor,High,Debit Card,Online,Monthly,>$500,Low,Yes,Moderate,Inactive,Low,Never,Low,Low
Rare,Books,Moderate,Credit Card,Both,Daily,<$50,Moderate,Yes,High,Inactive,High,Frequent,Moderate,Low
Occasional,Groceries,High,Digital Wallet,Offline,Monthly,>$500,Low,No,Moderate,Inactive,Low,Occasional,Low,Moderate
Rare,Books,Moderate,Debit Card,Offline,Monthly,<$50,High,No,Low,Inactive,Moderate,Never,High,Moderate
Frequent,Home Decor,Low,Digital Wallet,Online,Daily,$100-$500,Moderate,Yes,Low,Inactive,Low,Never,High,Moderate
Occasional,Books,Moderate,Digital Wallet,Both,Weekly,<$50,High,No,High,Active,Low,Never,Moderate,High
Frequent,Clothing,Low,Debit Card,Offline,Monthly,>$500,High,Yes,Moderate,Inactive,Low,Occasional,High,Low
Rare,Groceries,Moderate,Cash,Both,Monthly,>$500,Moderate,No,High,Active,Low,Frequent,Moderate,Low
Rare,Books,High,Digital Wallet,Offline,Daily,$50-$100,High,Yes,Moderate,Inactive,Moderate,Frequent,Low,High
Occasional,Groceries,Low,Credit Card,Online,Occasionally,$100-$500,Low,No,High,Inactive,Moderate,Occasional,Low,Moderate
Occasional,Clothing,High,Cash,Both,Daily,$50-$100,Moderate,No,Low,Active,Moderate,Occasional,Low,Moderate
Rare,Groceries,Low,Credit Card,Online,Weekly,$100-$500,Moderate,Yes,Moderate,Inactive,Moderate,Occasional,Moderate,Moderate
Frequent,Electronics,High,Debit Card,Both,Weekly,$50-$100,Low,Yes,High,Inactive,High,Frequent,High,Low
Frequent,Electronics,Moderate,Debit Card,Online,Daily,<$50,Moderate,No,High,Active,Low,Occasional,Low,High
Occasional,Clothing,Moderate,Digital Wallet,Online,Occasionally,>$500,Moderate,Yes,High,Inactive,High,Frequent,Moderate,High
Rare,Electronics,Low,Credit Card,Online,Monthly,$100-$500,Low,No,Moderate,Active,High,Frequent,High,High
Rare,Electronics,High,Digital Wallet,Both,Monthly,<$50,Low,No,Moderate,Active,Moderate,Frequent,Moderate,Low
Occasional,Books,High,Cash,Offline,Occasionally,>$500,High,Yes,Moderate,Active,Low,Never,High,High
Occasional,Groceries,High,Digital Wallet,Both,Monthly,$100-$500,Moderate,Yes,Low,Active,Moderate,Never,High,Low
Occasional,Home Decor,Moderate,Credit Card,Both,Monthly,$50-$100,High,No,Low,Active,High,Frequent,High,Low
Frequent,Clothing,High,Debit Card,Both,Occasionally,$50-$100,Moderate,Yes,Moderate,Active,Low,Occasional,Low,Low
Frequent,Books,High,Digital Wallet,Online,Weekly,$50-$100,Low,Yes,Low,Active,High,Frequent,High,Low
Occasional,Electronics,High,Cash,Offline,Occasionally,<$50,High,No,Moderate,Inactive,High,Frequent,High,Moderate
Occasional,Home Decor,High,Credit Card,Both,Monthly,<$50,Moderate,No,High,Inactive,Moderate,Occasional,High,Low
Occasional,Electronics,Moderate,Digital Wallet,Offline,Weekly,<$50,Low,No,High,Active,Moderate,Occasional,Moderate,Low
Occasional,Electronics,Moderate,Digital Wallet,Both,Monthly,$50-$100,Moderate,Yes,Low,Active,Moderate,Frequent,High,High
Rare,Electronics,High,Debit Card,Offline,Weekly,<$50,Moderate,Yes,High,Active,High,Frequent,Low,Moderate
Rare,Books,Low,Cash,Online,Daily,>$500,Low,No,Moderate,Inactive,Moderate,Never,Low,Low
Rare,Electronics,High,Digital Wallet,Both,Weekly,<$50,Low,No,Low,Inactive,Low,Never,Moderate,High
Rare,Clothing,Moderate,Credit Card,Online,Monthly,<$50,Moderate,Yes,Low,Active,Moderate,Never,High,Moderate
Occasional,Books,High,Credit Card,Both,Monthly,>$500,Low,Yes,Moderate,Active,Moderate,Frequent,High,Moderate
Rare,Clothing,Low,Cash,Online,Weekly,>$500,Low,Yes,Low,Inactive,Moderate,Occasional,Moderate,Low
Frequent,Groceries,Low,Credit Card,Both,Occasionally,>$500,Moderate,No,Moderate,Active,Moderate,Never,Low,Low
Rare,Electronics,Low,Cash,Offline,Monthly,>$500,High,Yes,Moderate,Inactive,Moderate,Frequent,High,Moderate
Occasional,Books,High,Cash,Online,Weekly,$100-$500,High,Yes,High,Active,Low,Frequent,Moderate,Moderate
Occasional,Clothing,Moderate,Credit Card,Online,Monthly,>$500,Low,Yes,Low,Inactive,Moderate,Never,Low,High
Occasional,Home Decor,High,Credit Card,Offline,Monthly,$100-$500,Moderate,Yes,Low,Active,High,Never,Low,High
Rare,Home Decor,Low,Debit Card,Offline,Monthly,>$500,Moderate,No,High,Inactive,High,Occasional,Moderate,Low
Rare,Books,Moderate,Credit Card,Offline,Daily,$100-$500,Moderate,Yes,Moderate,Inactive,Moderate,Frequent,Moderate,Low
Occasional,Clothing,High,Credit Card,Online,Daily,>$500,Moderate,Yes,High,Active,Moderate,Frequent,Moderate,Low
Frequent,Clothing,High,Digital Wallet,Offline,Daily,>$500,Low,Yes,Moderate,Inactive,High,Occasional,Moderate,Moderate
Occasional,Electronics,Moderate,Credit Card,Online,Weekly,$50-$100,Moderate,No,Low,Inactive,Low,Frequent,Moderate,Low
Frequent,Books,Low,Cash,Online,Weekly,>$500,High,Yes,Moderate,Inactive,High,Occasional,Moderate,Low
Occasional,Books,High,Debit Card,Both,Weekly,>$500,Moderate,Yes,Moderate,Active,High,Frequent,High,High
Frequent,Books,High,Credit Card,Both,Occasionally,$100-$500,Moderate,Yes,Moderate,Inactive,Moderate,Occasional,Low,Low
Frequent,Books,High,Digital Wallet,Online,Weekly,>$500,High,No,Moderate,Inactive,Low,Occasional,High,High
Rare,Electronics,High,Credit Card,Online,Monthly,<$50,Moderate,Yes,Low,Active,Moderate,Never,High,High
Occasional,Books,Low,Credit Card,Both,Weekly,>$500,Moderate,No,Low,Active,High,Occasional,Moderate,High
Rare,Electronics,Low,Cash,Both,Occasionally,>$500,Moderate,No,Moderate,Active,Low,Never,High,High
Frequent,Groceries,Low,Digital Wallet,Both,Occasionally,$50-$100,Low,No,Moderate,Inactive,High,Never,Moderate,High
Frequent,Electronics,Moderate,Credit Card,Online,Daily,$50-$100,Low,Yes,Moderate,Active,Moderate,Never,Moderate,High
Occasional,Home Decor,Moderate,Debit Card,Offline,Occasionally,$50-$100,Moderate,No,High,Inactive,Moderate,Occasional,High,High
Rare,Electronics,High,Cash,Online,Daily,$50-$100,Low,Yes,Low,Inactive,Low,Occasional,High,High
Frequent,Groceries,Low,Digital Wallet,Both,Monthly,$50-$100,Low,No,High,Active,Low,Occasional,High,Low
Frequent,Electronics,Low,Credit Card,Offline,Occasionally,$100-$500,Moderate,No,Low,Active,Low,Frequent,Low,Moderate
Frequent,Groceries,High,Digital Wallet,Offline,Monthly,$100-$500,Low,Yes,High,Active,High,Never,Low,High
Frequent,Electronics,Low,Debit Card,Offline,Monthly,$50-$100,High,Yes,Moderate,Active,Moderate,Occasional,Low,Moderate
Frequent,Groceries,Low,Debit Card,Both,Weekly,$50-$100,High,No,High,Active,Low,Frequent,High,Moderate
Rare,Electronics,Moderate,Digital Wallet,Online,Weekly,<$50,Low,No,Low,Inactive,High,Never,Moderate,Moderate
Frequent,Clothing,Low,Credit Card,Online,Monthly,$100-$500,Low,No,High,Active,Moderate,Occasional,High,Moderate
Occasional,Groceries,Low,Digital Wallet,Online,Monthly,<$50,High,No,Moderate,Inactive,High,Never,High,Low
Occasional,Electronics,Moderate,Digital Wallet,Online,Monthly,<$50,High,Yes,Moderate,Active,Low,Never,High,High
Frequent,Clothing,Low,Cash,Online,Occasionally,>$500,High,Yes,Moderate,Active,High,Occasional,Moderate,Low
Occasional,Groceries,Low,Cash,Both,Weekly,$100-$500,Low,No,Low,Active,High,Occasional,High,Moderate
Occasional,Books,Low,Cash,Online,Monthly,$100-$500,Low,No,High,Active,High,Occasional,Low,High
Occasional,Groceries,Low,Cash,Online,Daily,<$50,High,No,High,Inactive,Low,Never,Low,High
Frequent,Electronics,High,Digital Wallet,Both,Occasionally,>$500,High,Yes,Moderate,Inactive,Moderate,Frequent,Moderate,Moderate
Frequent,Groceries,High,Debit Card,Both,Daily,$50-$100,Low,No,Low,Inactive,Low,Occasional,High,Low
Frequent,Books,Moderate,Cash,Offline,Daily,$50-$100,Moderate,No,High,Active,Moderate,Occasional,Moderate,Moderate
Frequent,Clothing,High,Digital Wallet,Both,Weekly,$50-$100,Moderate,No,Low,Active,Moderate,Frequent,Moderate,Moderate
Rare,Groceries,Low,Digital Wallet,Offline,Weekly,$100-$500,Low,Yes,Moderate,Active,High,Frequent,Moderate,Moderate
Frequent,Electronics,High,Cash,Both,Weekly,>$500,Low,No,Low,Active,Low,Never,Low,Low
Occasional,Books,Low,Digital Wallet,Online,Daily,>$500,Moderate,No,Moderate,Active,High,Never,High,High
Occasional,Electronics,High,Cash,Online,Monthly,>$500,High,Yes,Moderate,Inactive,High,Occasional,Low,Low
Rare,Electronics,Moderate,Cash,Online,Weekly,$100-$500,Moderate,Yes,High,Active,Moderate,Occasional,Moderate,Moderate
Frequent,Home Decor,High,Debit Card,Both,Occasionally,$50-$100,Moderate,No,High,Inactive,Moderate,Occasional,High,Low
Rare,Groceries,High,Credit Card,Both,Occasionally,>$500,Moderate,Yes,Low,Inactive,Moderate,Frequent,High,Moderate
Frequent,Clothing,High,Debit Card,Online,Daily,$50-$100,Low,Yes,Low,Active,High,Never,High,High
Rare,Clothing,High,Cash,Both,Occasionally,$50-$100,Moderate,No,Moderate,Inactive,Low,Occasional,Low,Low
Rare,Electronics,Low,Credit Card,Online,Daily,>$500,Low,Yes,High,Inactive,High,Frequent,Moderate,High
Occasional,Clothing,High,Digital Wallet,Both,Occasionally,$50-$100,Moderate,No,Low,Active,High,Frequent,Moderate,Moderate
